TID,criterion,judgement,original
N18384A,0.079655412,5.039157707,at the age of twenty four I would get married and for a Job I would be a scecatery for a part time Job on week ends and in the week I would have cooking lessons. do the Shopping every thusday morning have art lessons do Star Wathing Knitting* how to look after a baby make clothes and live in cottage with two acerers of land and have a horse dog wolly monkey two Birds and a stream down the Bottom of a little garden and I would have a white wedding in a church  
N18406P,1.211358752,6.166342528,"Today I am 25 years old & I going to go away from home. I belong to the Royal Academie of Dancing. I am on every dance there is on. I board at the school and go home once a month. In the morning I go to Georghy and English classes. After I go down to the hall for dancing. Today I am going out to buy some new ballet shoes. My new life is a very nice one for me, my husband is a ballet dancer as well, and we do most of our acts together. Today I am doing Swan Lake with my husband, and I am the Queen Swan. Once every week I go shopping and get a dress and things, but once every year I get a new leatard, it is a black one with frills at the bottom. When you get your ballet shoes you must bend the food and see if they any good, but you must always by pink blocked toed ones because of when you do a spin. Today I go home and I go by train. When I get home I spring clean the house and stay home for one week and then go back again. To day I am going to Meorcia for a weeks holiday. I left at 1'o clock this morning to get the plain at London. I am really going there because I am dancing their with my husband. Now I am on the plain having a meal because I am hungry. Now I am their. I got a taxi to my Hotel and had some dinner before I went. My room is very nice because it is a big one. Then I had a little rest for a while. At three o' clock I got up from my rest and waundred round. At six o' clock I went and had a meal with my husband and we had chicken. At 8 ' o clock I went outside got a Taxi to the Theatre and took my cases in to my room. As the show started, (I was in Copalleir) I sat in my chair as a doll because I was a stif doll. This went on for a week and after a week had gone by I went back hom efor a while and after went back to Dance because I was in Romeio and Juliet. When I am 70 years old I shall retire as a dancer and get a job that I am fit for.  "
N18436V,0.079655412,5.101054628,"I am twentyfive years of age. I haven't got a job yet, but I'm hoping to get one soon. At the moment I'm at a collage. I live in a flat with a friend in London. I'm not married as yet, but I'm engaged to a girl of twentyfour. We are planning to get married as soon as I've left collage and got a good job with good pay. She also goes to the collage which I go to. But she doesn't know when she's going to leave and what she's going to do when she does. We are going to get married at my home town [town] and we might live there but we're not quite sure about that. My girlfriend likes going to the pictures but I'm not so keen. I still go with her though. I'd rather stay at my flat and play a few Bob Dylon records, but she always gets her own way. She lives in a flat as well, but it is'nt the same one as me. She has'nt got any family, because her younger brother and sister were killed when she was only three. And she hardly remembers them. Later her Mother and Father were devorced and niether of them wanted her. So she was put in a home. My life is just like what I've already told you, but with a few fancy details cut off.  "
N18468D,1.211358752,4.514414046,"I live with my husband, mother, father and child, who is only two and a half years of age. We live in a small village but have lots of friends. My husband works in a farm. I do the cooking, the housework e.t.c. as my mother and father are ill. My mother and father lets me take my son out for walks sometimes. The say I can't be cooked up in the house all day. At the weekends, when my husband is not working, we take mother and father out in their wheelchairs. We never take them into a town as it is very busy. Usually we go somewhere where it is quiet and peaceful. Sometimes I take my son to watch a show or something when he has nothing to do. All our family like pets so we had a dog. He is a beautiful dog. My son called him Breckon after the Brecon Beacons which my husband showed him on a map. We watch television sometimes when there is not much to do. I have knitted my mother a lovely cardigan. The life I am leading is not a very difficult one, although sometimes I am rather busy.  "
N18497J,2.343062092,6.104023186,"I have just left university and I am married with 1 child but my wife is now pregnant and in hospital expecting. I am just in my second year of training to be a sports journelist and next year I should be fully qualified. Apart from journalisisim I have a very large stamp collection and now have over 150 different covered toothpicks. I have a large Ivory chess set from Hongkong. which is very beutiful but also very delicate and so does not get played with much. I am a keen [football club] suporter and have a season ticket.      In my training for a journalist I go to Hockey matches, Rugby matches Football matches, Cricket matches and gradually I pick up the rules I write reports on matches, but they are not off course published. I hope to write for the [newspaper] but I must work myself up the line slowl*y so first I must write for the [newspaper].  "
N18527X,0.079655412,6.046395872,"""I go to work, my job is a scientist and I am an ameter football player for Liverpool. I am marrie dand I have a big house with five bedrooms and a massive play room with massive train sets for my children. I have two children they are called David and Steven. I look after a dog he measures two feet high he is a collie dog. My wife is a singer of course she is proffesional. My house is like a mansion in the middle of the country. I have got a big car the car is a royles Royce it has four big plugs to go with the big carberettar. It has a big engine in the big bonnet at the front of the big car. I* it can hold eight passengers. One day I heard the phone ring and the manager of Liverpool Sir Charlton said """"would you like to play for our team against Everton. I answered """"yes at what position"""" """"right half"""". I have telephones all over the house we had one in the front and the back rooms and every other room in the house. I have loads of clothes and I have all mod* clothes not old clothes like most people have, mine had all flowers on my skirts and stripes on my pants.""  "
N18562A,0.079655412,5.611588463,At the age of twenty five I would hope to have saved enough money to buy a bigger and better microscope. If I did have this I Probably could see lot's more things that I cannot see with my own microscope now. But If life was hard which is Probably would be I have to work a lot harder to earn money to keep a family alive with food as well as buy a much more powerfull microscope.My name is [male name] [surname]* I am twenty five years of age I am not married* I live I kent at the little wood way. My home is near a wood thirty miles from the sea. In my home I have a study in this study I have an electron microscope. This microscope I use to sea small bactirea or germs an shells I get from the ses. I find that it is small hairs on a germ or fly that make it look more ugly than what it is. When I have found out enough imformation I will write a book about it. Some times* I sell imformation that I have found out to different companies. But usaly I sell them to the companie I usaly get the most money for it. Some times I find that the companies may give the same amount of mony. When this ae***s I sell the informaiton to the companie that will use it best. some times I make up diffrent poisons that will cause bactiria to die. Some bactiria are in rods and some balls and chain like forms. Some times when I have read a book and it has dont an interesting experiment I do it and some times try a diffrentcemical. once when I tryed this to of the cemicalsexploaded and damaged part of my study but luckly I diffrent mix a lot. Some tims I try* to think what other Jobs there are to do but I allways think I would want to be discovering some thing under my microscope now and then I take a part timejop to by things like food but other wise it is all right* some times I watch scinceprogamm's on television. The most interesingprograme was when they shoed a mixed progame of.  
N18585H,-2.183751267,3.706603842,"...dad a cup of tea for my dad and told my dad all that had happened at work that day and then went to bed but before I went to bed I set  the clock for 6 o, clock so that I would be able to get up to make my fathers breakfast the following morning. The next day I got up and went to make me and my fathers breakfast. I had my breakfast and went to get my father up for work because he had to be at work for 7.30 and I had to be for 8 o, clock. When I got to work the manger wanted to see about [name] I told him what I knew about her and then asked why was he asking me all these qustions and he told me that [name] had killed her self be taking a over doze of tablets that night before. Then the manger told me that I was to go up stairs to help [name] in the cafee because it was getting packed and [name] and [name] needed more help with the customers. All this had come to as a shock about [name] killing herself. I was going home when all of a sudden I stopped I could hear someone calling me so I went to have a look who was calling me I found it was [name] and [name] and they asked me if* I was going out that* night. I said no and so they asked me if I wanted to go out with them I said I would and so I went out and enjoyed my self when I got home my father was still up I made a cup of tea and then went to bed I set the clock as unsal and then went to bed.         The End  "
N18618Z,0.079655412,5.229146232,"My name is [name] and I have Just reched the age of 25. I have got a Job as a football player. I live in a big houss with my wife and two children one is seven and the other one is Ten. I got married in the year 1985 we went to paris for our honeymoon we had two weeks of glores sun shine. When we got back I had to look for a houes and a Job I found a houes in London it wasent a very good houes. the I found a Job. they said that they would take me on as footballer I plaed for [football club] for a year or two then I went to [football club], then I haid a nofemonnytooby a new houes. I brought a big houes in the countrey. Two years later my wife had a notherbabey I named him [name]. I carred on in the football bu*ses I got xxxx30 a week I soon be came rich.  "
N18673G,-2.183751267,5.019400244,"I work in the Natural History of ancient creatures in New York North America. It is rather a good job, interesting. I live in an apartment in on of the grand hotels. I like studeing about dinosaur skeletons in the muesuum* which help me a lot. I also like swimming as well, In the out-door swimming pools. When there is nothing to do I read a book or a magazine. And **sk book* for jokes to tell my friends at work. Its not a very high paid job, because its my job to keep the skeletons clean. But the superviser lets me do some studies with him though. Its a good life here in America working at the muesuem. I like the apartment to, its peaceful anyway. I'm on the fifteenth story. In my spare time I go to the swimming pool, where I either sit on a deck chair, are have a swim. My day of is sunday that is when I go to the swimming pool after mass. I usely go to bed about half past ten at night. There is a lot of things to clean at the muesuem. Great big things. For some I have to stand on a step ladder to reach to the top. On sunday afternoons I do studies on on dinosaurs at home for about an hour then * go for a walk somwhere. Sometimes through me of the parks.  "
N18707Z,0.079655412,5.969057426,"I would have a job a hairdressing one mainly. I would still do a lot of sports like swimming and running. Maybe get married and live in a nice house. I would do a lot of cooking and keep many pet animals (mainly dogs, I would like to travel a lot to many thrilling places like Brazil Switzeland. Germany and many other places. But mostly I would settle down at home and enjoy doing my own cooking. I would look after the many animals that I have enjoy looking at them running about happily. Reading is a good hobby of mine and I could join a library and read in my spare time. The house that I would live in would be somewhere out of town where there would be no noisy traffic.  "
N18744E,0.079655412,4.489600889,"If I was 25 years old the king of gob I would wount to do would be to be able to be a stable ****. I would like to live on a farm and have about five houres and ride them every day. Sometimes. I would go to (place).I like to have my farm out in the country * have a rad thet * are not bissy then I would be avill to ride the horses down the road. I'lld keep the horeses out for about five owers and then tack them home and *rome the.Then are go and milk the cows. then are go a fide the pigs. Then are go a get the chickens eggs.Then are go and get the tea read, and do the wasing up and then are go to bed.Thates waut ired like to do when I twenty five then most proubely Illdl get up in the morning and start all the day over agane.I like my houres to have net certens and the paint to be blue and white my garden would have five trees in it and *** have white paint in doors.I like my husband to work as a head man of a sweet company and a drink company I would like his wagis to be a 1000 a week.  "
N18773K,1.211358752,6.398307717,When I am 25 years oldWhen I am I 25 I would like to be a hairdresser or a person who makes up poems. I would like two children a girl and a boy and I would like a little country house. I would like it to have four bedrooms a little garden and a car to go to town in. I would like a few rose trees and daffodills. And a little summer house in the garden for the children to sleep in in summer. I would like a Husbend who has a good job and is very kind to people. And I would like a dog and a cat for pets.  
N18811Y,1.211358752,6.44983117,"I am 25 and am going to open a small sweet shop in [London suburb]. I have got two children each now going to school. I live in [London suburb] in a big house with very modern things in it. I have a big garden with a swimming pool in it and next to my mother's and father's house if possible. My children I would like to have two girls if possible. I am not one of those mothers who stay in the house washing up, but go out with them swimming or some other nice things. We have two coloured T.V.'s The house is very posh and the children are going to sleep on sunks. Their names are [female name] and [female name] [surname].  "
N18900Y,1.211358752,6.617415145,"I live in [xxxxxxx] bays I live just opposite a wood. I have only just started my job, I am a brain surgen. I had always wanted to be one and now I am one. the hospital I work at is fairly big, it take 45 minutes away. I am not only a brain surgen, as every year the town near to were I live performs a ballet and a play, I nearly always act in these two performances. I had also wanted to act and to a ballet when I was young. My nextdoor neighbors have two little children, they are boy very nice children. and some ponies as there house has now land and mine has I let them graze their two ponies, August and December in my field they are both very nice ponies one is grey and the other chestnut, the two ponies are also very freindly with my two horses Wispering Suns and Fleeting Wonder. I own two cats which are both persions, also two birds which are white and yellow, two dogs, one is an English Setter and the other a Dalmation. I also have two goldfish and tropical fish tank. Yesterday when I was walking towards the woods to take my dogs for a walk, an very odd thing indeed happened I saw a little sqirrel jump from a branch in a tree above my head, I saw at once it had cut its foot, so I took it in and bathed its foot, today it is still with me, but I should think by tomorrow it can go back to the woods. About an hour ago I took Fleeting Wonder for some exersize, well he was to fresh and I got thrown, anyway I won't go into that. Today, Jane and Tom the two children are coming round to take Magnus and wendy, my dogs for a walk. Tomorrow I am going on a picnic with Janes family. In five weeks I am going to get married to a Manager for the Television, Jane is going to be a bridesmaid and Tom the page boy although they don't no, I propose to tell them today. I hear Jane and Tom knocking on the door so I had better finish here.  "
N18958S,-1.052047927,5.929251165,I work in an office I am married and have two children. My husband is my boss at the office I get up every morning at six o'clock get the breakfast ready see the children off to school. I go to the office at nine o'clock I came home at (1*) twelve o'clock have my dinner. In the afternoon I do the house work I get the tea ready for when the children came home. after tea I go and do some gardening. at seven o'clock I go in and get the children ready for bed then I clear my husband tea things away. I sit and read the paper then I watch television. at ten o'clock I go to bed. on sunday mornings we (I) go to chapel in the afternoon we go down the park. my husbands name is phillip my childrens names are carol and Anthony. Some sundays we (I) go and see my mum and dad and some sundays we go and see my mother-in-law and father-in-law sometimes on a saturday night I leave the children with mum and me and my husband go out together my mum doesnt mind looking after carol and Anthony. Phillip does the back garden saturday morning setting vegetables The children go and help. I do my washing on saturday and monday. on wednesday afternoon I do my ironing. On monday and thursday evening I go to the chapel because the children have to practice for an isteadford. I go back home at half past six to get my husbands tea ready. the children like it when its practice night because they stay up later. But they don't like it at school the next day becausethe teacher asks the class what they went to bed and of cause they have to say half past eight. That is why when they don't go to chaple they go to bed at half past seven. Phillip says early to bed early to rise but the children say not it isnt it is late ti bed early to rise. Anthony and carol are (th) glad they have got a dad like phillip because he lets them (m) play about with him. My mum says I'm glad you married a man like phillip and Im glad I've got a husband like phillip. All my neibours say your lucky to have a husband like Phillip.  
N18986W,0.079655412,6.591058448,"I,am going to a universety and in my spare time I enJoy going to the Rest Room and writing Plays and Storie's. I am a married man with two children, [name] and [name]. The Spare time I have at home is Spent mending [name]'s Doll's house and [name]'s Train Set. On Sunday we go for a walk in the Country. My Wife's name is [name] but I call her [name] for Short. My Brother [name] was signed on for manchester united two month's ago and Captian's the under 23 team. His position is centure Forward and he plays Goalie for the England under 23 side. Last week I gaught a boy Climbing up the tree in the Back yard bring to get a meddow Lark'segg's. I told him this was cruel and told him to go home. Yesterday my father came to see me and told me the Dog Shandy had had puppie's. In six weeks I am going to Buy one for the children. Shandy is a cross terrier. My Youngest sister, [name] has Just Joined a Group called the how. Her favourite Group is the Amen corner. [name], one of my old school friends visited me this morning and told me he was a Skin diver in the south sea's. He was attacked by a giant SQuid and It had crushed one of his Legs and so he had to come to London have it Amputated. [name] Just Broke his 10th touth. [name] was up all night Because [name] Started cring. Last week warrington played wigan in the Rugby challange cup and won 18-7. Manchester United played Everton and won 8-0. [name] scored the third and Fifth. Last month [name] invented a new powder that could Light a whole town. He is a student at my school. [name], my wife is a a teacher.  "
N19045N,0.079655412,5.864949211,"I met this man and I am going out with him, his name is Brian. One night we were in the cinama when he asked me to marry him and I said yes. The date we were getting marreid on is the 6th of August 1983. When I met Brian I had just left university studying to be a teacher, I am going to be a teacher at a school in Birmingham. As the years pass by I had 3 children two boys and one girls the boys names were Brian and stephen and the girls name is Samantha my father still works at Meccano but my Mum does not work and never has done. Brian snr. works as a charted accountent, we went to live abroad in America, but we came back in 6 years, to England.  "
N19086X,0.079655412,4.601830406,I am a house wife with a part time god in a cafe. I am married with a bady* girl. My husband is tall dark with bule eys. He is a lory driver. When I am at work ann (my little girl) goes to a nurey she is two year old. I have a lot of work to do one day I mist the bus and got to work late and got the sack. I had to find a jod quite so of I went I fond a jod as a num is hoapilt. That nigh I had to tell my husband I got his fa*vait meal read and when he got in told him. He said we had better move to a flat in the high street then I *ode not have to go to work. so we moved to numder 16 in the flats it was better then the house we had lived in at bedford. Ann went to school when she was four and lived happy util mu husband got sach. He was out of work for three months then we had to mang on six pond Ann got free school dinnes and when my husband got a jod he got six shillis four one hour and we live in a big house now. We went on hoilday to spain evey year but sill had are bad times now and again.  
N19109M,1.211358752,6.443975055,"""I am 25 today and my husband brought some flowers and chocolates home after work. I had a very tiring day at the theatre where I work, rehearsing for the evening performance of Coppelia in which I play Swanilda one of the leading roles. I got home that evening I went straight to bed with a drink of Coca and an asprin and when I woke up the next morning I felt much better. After having my breakfast I washed up and set out to clean the windows, but then it started pouring down with rain so I had to dash in and find some thing else to do, then I remembered my husband was still in bed """"oh goodness"""", he will be late for work"""", so I dashed up the stairs and woke him up he greeted me with a snort and to my relief he said he had a day off from work because he had to go to the dentist. Then a knock at the door I opened it and there stood Mrs [surname] our next door neighbour, I've got something for you she said, and pulled out a gorgeous black and white kitten. """"for me,"""" I said """"how lovely. Mrs [surname] said she was in a hurry so she left me standing there holding the kitten, I wonder what I should call it, Mrs [surname] said it was a she ah I know Samantha would be nice yes I'll call you Samantha. I went up stairs and told [male name] my husband, He siad it would give me some one to look after now and it did because she turned out to be a little rascal but very affectionate*.""  "
N19132L,1.211358752,6.295191175,"I am 25 years and I live in the country in a large farm house with ares of land. The farm is large with many animals and crops as well as horses and dogs.      We have four bedrooms one play room and bathroom up stairs and a study, dining room, lounge, kitchen and hall down stairs. Their are very few houses near us and it is very quite. I have two children one aged one and the other 6 months old and hope to have more. I sew and cook alot and make clothes for my children and myself. My husband works on the farm all day long but sometimes we go riding to-gether. In the house we have two dogs both are small dogs.      Every year we go on holiday in other countrys. When the children are old enough I will work while they go to school. I think that I would look to teach sewing and cooking or be a vet, because I like animals very much and enjoy looking after them. I hope that we will all be a happy family.      Before I get married when I am much younger than 25 I would like to travel round the world and visit other people in other countrys.  "
N19167X,-1.052047927,6.286176818,"""I'm just going out to feed the dogs wich are very large Great Danes and are wimming champions.As I got back the toast was burning and I quickly hurried over to it. My husband had just got dressed and shaved and he quickley drink is coffee said goodbye and drove off the work.Today was the day of one of my dogs grand final in a well known show. Vicount the dog was a very well bred dog and very large, but before I could get him ready the housework had to be done the upstairs was done and the louge so it jsut left the the kitchen so I washed up and tidied up then let the dogs out clearly out of the stampeded I caught hold of Vicount and started to get him ready first I checked his feet and nails also his ears, nose and eyes then I clipped any long hair that was hanging about. Then I reached out for the comb and combed the tangle's out of his fur and then I started to brush his coat until It shone.When we reached the show theere were many healthy dogs there but will though we might get some were.First of all it was an obiedence test he did that allright then it was time to parade round and the judge began.""""All right I'll feed you and a special big feed for you for wimming that cup Vicount"""".""  "
N19199F,0.079655412,5.609089196,"I will get maried and I hope I will have some children. And I will try and get a job in a sports centure, with a wage of xxxx20 a week. I mite open up a sport club of my own. I will teach my children how the play football if it a boy and my wif e teach netball if its a little girl. I hope they will be good runers like me. And come nights in the week I will out for a drink with my wife and our frends and then will mite have a rest up a sentrpark. When I come home from work I will have a game of tennis or billerds. If I don't get a job as a sports teacher. I will buy a little shop and open it as a sweet shop. and every wensday I will go to get some more stocke at the sales room. I would like my shop[ to be like m* **le* door*. more* street but I would like to sell pappers as well ** ****ed * bread* and veg tebales. And then I will buy a big shop if I could and would be erning tea time a muth us I will have e*nt a day at my little shop. I would live in a very big house in the contry and I have some horses, dogs and birds. I like birds, because i see all sorts of birds form my bedroom window. I would have some people working for me. so that would mean* that I would stay a home and go out with the hoarse and trap in the contry all day. And then I would go home, have my tea and go to bed for the night.  "
N19227S,0.079655412,3.983619803,"I am 25 years old I have to children, the girls name is [female name] and the boys name is [male name]. [female name] was 4 yesterday and [male name] will be 4 tomorrow. My name is called [female name] [surname]. I live at 45 [street name] [town] I work at the S.E.B. I work on a computore, I live in a counsil house. The thing that interest me is I always seem to get up late and the children always makes the breakfast and it seems perfect my husband [male name] [surname] works at the S.E.B. he's the second in charge of the firm. We're quiet happy as we are.  "
N19260T,2.343062092,6.49031464,"My name is [name], I am 25 years old. I am a Chartered Accountant, I work for [company]. I live at [address] Every day I set out at round about 8.am. to go to work. Every Thursday I come home an hour earlier at six o'clock, have dinner, and go round to the golf club to play nine holes with my friends, but sometimes I play tennis. Usually on Saturday I go and watch football but once a month I visit my mother in [town]. Every Tuesday my wife and I go out to dinner in a five star restaurant while a friend baby-sits. My son is 3 years old. His name is [name].       About once every 2 months my wife and I go to the cinema or the theatre to watch the new films or plays. I like reading a lot of books, the adventure books are best. On Sunday we take turns to go to church my wife one Sunday while I cook the dinner and look after the baby and vice-versa the next. In the afternoon on Sunday I go to the hall for I teach a Sunday School Class. I teach the oldest boys.  "
N19290Z,0.079655412,4.51245121,"My life is tough, and in my spare time I go fishing, and play rugby each Saturday afternoon. At home I get on very well, I am not married and I get two thousand pounds a year. I have over one hundred people employed and they make motor cars and fix engines, and I am a engineer. I have been interested in radio's and woodwork. My games are Football, Tenis, and Table Tenis. I like reading in the night, I am a very good swimmer. My men that work for me are making a new car which as only now started so we cannot tell, the men get twenty five pounds a week.  "
N19309T,-1.052047927,5.306117868,"I start working with the R.A.F. in the RAF I fix aeroplanes and send them away I have some friends and we work together sometimes we drive tanks and at home we go golfing there are big hills and we d*** the golf balls up the hills and down the hills every month we have a parade we get guns and knifes and we have and navy blue suit white belts and white hates the navy blue suit and the white hat has gold buttons and a gold sighn saying RAF . the trains stay in big huts every year we have a yearly carnival the model raf planes, and model trains and book's we have rabbits from the huts we have our train's that were lo*ed up taking children around the ca**s we have a four yearly train exhibition with smoky the little engion and lots of other trains at home life is good with children and going out into the country for games the children like football and so I join in with them the know more about football than me because it has been along time since I knew a lot about football and when it is over and they have won we have a little game at ckricket and it is very good we sit down for a picnic and go on with the game when it comes to summer holidays we go down to england to see our cousins they have alot of places to go and they take us to them places then we have been we stard going somwhere else the we start playing games like rotton egg and blind donkey with the children and the we go in to watch (name) and there are a good lot of films on comedys and charlie chaplin the small ones are up in bed and we stay up with the rest of my children the when the holidays are over we start packing and we start going to scotland and when we get there we take two days of unpacking and then I go back to work every week we get 1* fifteen pounds for wages every week and on satturdays and sundays we go out visiting people like our aunties and mothers and fathers and our cousin's then we start another week of but every week we saved up one pound for our winter holidays we were planning to go to switzerland  "
N19359D,1.211358752,6.864053102,"When I am twenty five years of age. I'm six - foot tall and a member of the Royal Navy. My ship is base at [city]. I have got a flat in [city]. I have not long returned from sea. I brouht a flat because it is nearer the ship where I am based      My interests a swimming which I am quite good at by now. still collecting stamps and postcard.      I have been going around the [city] area taking brass rubbings.      I am very interested in sailling and now belong to the [city] sailling club. I have also brouht a thirty two foot long Danish sto* racing sailling boat and with this stream - line boat I have won quite a few races and two or three cups for racing.      I am not married and have got no children. I have got a car and go in for many cross country races and sometimes win some or nearly win some.       In the the evevning when I have not got enerthing to do I read and do some of my studies.      I also go down to the [city] sorts club some nights of the week.       I am leading a good live. Getting good money not very fat, healty. I have still got a set of my own teeth  "
N19415U,1.211358752,5.921901783,"I am living in a in [town]. I work at a libary. When I write story's in my spare time. I live alone but on sundays I go and see my mum and dad. They live in a bungalow with [name] my brother who is in his last year at school. When  I go on holiday I ussally go and see my sister [name] or my brother [name]. Some times I go some where, where I can find a good place to for the things in my next story to happen Some times I go and play tennis with my friend. I have just decided to try and write a play. Plays are much harder because I have to think very hard what every body would say if they were in a frightening situation. Not all my books have been published but some ones that have been are in the libary I work at. I feel proud every time I look at them. My dad does n't work any more because we all earn enough to look after our parents. I am hoping to get one of my friends to come and live with me because some times feel lonely. I enjoy working in a libary because I see lots my friends there changing there libary books. A ll the people that work at the libary are very friendly at christmas we often give each other presents.  "
N19468H,0.079655412,5.205684691,"I am just turned 25 and married and have 1 child she is 2. Every Evening I do studing as I hope to become a nurse. My husbands name is [male name] he is 29. My daughters name is [female name]. Ohi I have a little boy called [male name] he is 7. As usual [male name] came home but he looked happier than ever. The minute he got in he shouted out. [female name] I have a surprise for you, I came running then he said that he had won xxxx6,000. and with that he had brought a fur coat and a little one for [female name] and a lovely pair of trousers for [male name] and a pair for himself. Now I had to hurry because I would be late for my class. I did not study in my house but in a school with load of other students. When I came home I found out he had cooked a lovely I was realy ready for it. After that we watched the television.  "
N19494K,-2.183751267,4.217632514,"When i am 25 years old I would go to the dancing at night and come home and I would do houes work I would go to my work at mo**ing I would like to work at a postoffice and I would go my holl*ndays to (place). and I would tak a bath every eving at 10.0 pm hten I woud maybe go to my bed after having a bath but I would not tack a bath every eveing because I would like to go out to the cafe some nights or else go a walk. I would go to the ice-skitting on, Monday and Wednesday. and go to the cafey on Tuesdays Thursday, Sunday other days dancing, I would take care of my sister at night when my mother father go out some nights I would go into the town and buy some clothes for myself to wear I like to go to Ireland for a little holiday for about 2 weeks I would like to have a house of my own and my mother father and the family to come and visit me some day. I would like to have birthday partys on my birthday I like animals like dogs cats, budges I have a budge and I have one gold fish I like listing to the radio, and the tel***** set, I would like a little fire in my room for when my freinds come they would notbe coold in the room I would make coffe or tea which they like the best I like coffe the best because it is taster and I would give them a biscit or a sa*dwich on ****** my fried and I would go to the town and *****, I would buy thighs she worked beside me at the postoffice . I would have a boy-friend and my friend she would have one to but her, him would go out them self my boy - friend would have a moter big, and mie to would have me to but he would not take me or he on his because he would crase I would do the washing at home for my mother when I on holiday for a week thats what I do when I 25 years old.  "
N19512U,0.079655412,5.95555231,I don't really know what I will be doing when I am 25. but I think I will be working in a bank. perhaps [xxxxxxx]. I will still be living in [xxxxxxx]. I will be very happy in life. and I will have just got marryed. and in my spare time I will go horse riding. my mother & father will come for tea every Wednesday. my husband would just have won 200 pounds so we decided to go to the moon for our holiday while we had not got any children. Then perhaps we would have the house painted. My husband would be a teacher of 11 year olds. It was very hard to said what in will be like but this is what I think it will be that.  
N19534A,0.079655412,6.462481594,"I am 25 years old . I enjoy life very much . I have to children one is 16 mounths old and the other 8 mounths . We are living I ndia because my husburnd is a doctor .To - day my children and I went out in the land Rorver . We saw the small chirldren come from school they were very thin and sickly look . I took some of them home . After that we went to the hosptil . I put both c*ildren in, we went round cherring up the the children. At home I woked the tea while the children played after tea both c*ildren went to bed. I stayed up and did the sewing .The next day again we went out in the land Rover By the side of the road there was a s mall lion cub . We took it home and look after it *** is now very tame .  "
N19565H,0.079655412,5.106576199,"My name is [name] I live at [address]. I work in a factory where they make car bodies*. I work with a mate named [name]. We make the doors. First of all the Shape of the door is made. Then we cut the glass the Right Size. Then we fix it in. Next we have to make the door handles and weld them on. I get payed xxxx23 a week.      In my family I have four brothers and *one Sister. Two of my brothers are older than me and they both work in a factory where they make engines for cars. My Sister is a typist and my two younger brothers are just Starting work in a bank. My hobbies are Rugby, fishing. Sometimes a game of football and Swimming. I went to college for 4 years and Studied mechanics. In my Spare time I do car hire at night and earn about xxxx7 a night. I enjoy it at work very much and I am quite good at it. I am not married but engaged to a women of 23 who's name is [name]. She is a Secretary. I have a car which is a mini. I used it for work and visiting. On Saturdays I play rugby for an amatuer team called [rugby club]. We are having quite a Succesful Season. We have played 34 games won 32 lost one and drawn one. Altogether I have Scored 36 points. We are top of the league division one by 6 clear points. I have played in every match. We are through to the final against [rugby club], On Saturday 13th may.  "
N19587P,-2.183751267,5.162829056,"My name is [name]. and I am nurse in the [hospital] in [city].      I have many exams but I dont mind them, I like working in the childrens ward and I like to look after the babies.       When I am off duty I go to my room which I share with my friend. I do not go home to sleep, but I go every week end.      Sometimes I work in the night on night dutys until early in the morning, when somone else comes instead of me, then I go to bed until I have to get up and go again on another duty. I do not mind working in the night but I like working in the day best.      When I go home on the weekends I go Friday night and get a very early bus back Monday morning.      Sometimes there are emerjency cases in the childrens ward and I have to work overtime.      On Saturday afternoons when I am off duty I go to do some shopping with my friend, and then go back to the nurses home. Where after I have come off duty I go and watch the television or read a book or the paper.      When I started nursing I did not like it beacuae I had to wash the dishes and do small jobs, twice a week I had to go to the tecnical collage. But now I do not have to go.      Somtimes I go to [city] for a while somtime in the week. But when I am busy I do not go.      Some of the children are in for oporations and are in bed for a lot of time.       Somtimes also when I am off duty I go round and see some of the old people that are in the hospital and are lownly on visting hours.      I like nursing very much as I have always liked to help people and like seeing them getting better. And I would not chainge it for any other job.  "
N19624B,0.079655412,6.848605554,"I start the day by having breakfast which mainly consists of two boiled eggs, a roll and a cup of tea. Then I rush to the stables and start mucking out , its a messy job but you have to be used to it , to take the job of Riding Instructress.Soon its six o` clock and all the other sleepy heads come to help me , but they're usually to late for I have it all done but never mind they can feed the horses and exercise then. I lead a happy and contented life with the horses and as you can see my main interest is riding m others are visiting and looking after my other pets : A rabbit , fish , guinea pig and a cat.I'm engaged and will be married next month , we're going to the French Riviera and Italy for our honeymoon , then maybe we`ll settle down in Canada in (place) , and we'll live in a log cabin on a farm and breed horses .THE END  "
